"","Order","Suborder","Family","Subfamily","Genus","Species","genus_species","Feng_tiplabel","mod_tiplabel","Adult_habitat","Activity_period","Mating_habitat","Life_history","Larval_habitat","Sex_dichromatism","Sex_size_dimorphism","Female_max_SVL","Male_max_SVL","Pupil_shape"
"1","Anura","Neobatrachia","Hylidae","Acridinae","Acris","gryllus","Acris_gryllus",NA,"Acris_gryllus_Hylidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",33,29,"Horizontal shape"
"2","Anura","Neobatrachia","Bufonidae",NA,"Adenomus","kelaartii","Adenomus_kelaartii","Adenomus_kelaartii_Bufonidae","Adenomus_kelaartii_Bufonidae","Subfossorial","Nocturnal","Lotic water","Free-living larvae","Unknown","Absent","Unknown",50,33,"Horizontal slit"
"3","Anura","Neobatrachia","Hyperoliidae",NA,"Afrixalus","dorsalis","Afrixalus_dorsalis","Afrixalus_dorsalis_Hyperoliidae","Afrixalus_dorsalis_Hyperoliidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Absent",29,28,"Vertical slit"
"4","Anura","Neobatrachia","Phyllomedusidae",NA,"Agalychnis","callidryas","Agalychnis_callidryas","Agalychnis_callidryas_Hylidae","Agalychnis_callidryas_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Unknown",77,59,"Vertical slit"
"5","Anura","Neobatrachia","Phyllomedusidae",NA,"Agalychnis","dacnicolor","Agalychnis_dacnicolor",NA,"Agalychnis_dacnicolor_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Unknown",79,68,"Vertical slit"
"6","Anura","Neobatrachia","Mantellidae","Laliostominae","Aglyptodactylus","madagascariensis","Aglyptodactylus_madagascariensis","Aglyptodactylus_madagascariensis_Mantellidae","Aglyptodactylus_madagascariensis_Mantellidae","Subfossorial","Unknown","Lentic water","Free-living larvae","Lentic water","Present","Females larger",53,41,"Horizontal shape"
"7","Anura","Neobatrachia","Aromobatidae","Allobatinae","Allobates","femoralis","Allobates_femoralis","Allobates_femoralis_Dendrobatidae","Allobates_femoralis_Dendrobatidae","Ground-dwelling","Diurnal","Ground","Free-living larvae","Lentic water","Absent","Unknown",35,33,"Horizontal shape"
"8","Anura","Neobatrachia","Allophrynidae",NA,"Allophryne","ruthveni","Allophryne_ruthveni",NA,"Allophryne_ruthveni_Allophrynidae","Scansorial","Nocturnal","Plants","Free-living larvae","Unknown","Absent","Unknown",27,22.6,"Horizontal slit"
"9","Anura","Neobatrachia","Bufonidae",NA,"Altiphrynoides","osgoodi","Altiphrynoides_osgoodi",NA,"Altiphrynoides_osgoodi_Bufonidae","Ground-dwelling","Nocturnal","Ground","Free-living larvae","Lentic water","Absent","Females larger",62.1,52.5,"Unknown"
"10","Anura","Archaeobatrachia","Alytidae",NA,"Alytes","obstetricans","Alytes_obstetricans","Alytes_obstetricans_Alytidae","Alytes_obstetricans_Alytidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Lentic water","Absent","Females larger",55,55,"Vertical slit"
"11","Anura","Neobatrachia","Pyxicephalidae","Cacosterninae","Amietia","angolensis","Amietia_angolensis",NA,"Amietia_angolensis_Pyxicephalidae","Semiaquatic","Nocturnal","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",90,62,"Unknown"
"12","Anura","Neobatrachia","Ranidae",NA,"Amolops","ricketti","Amolops_ricketti","Amolops_ricketti_Ranidae","Amolops_ricketti_Ranidae","Semiaquatic","Both","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",60.7,55.9,"Horizontal slit"
"13","Anura","Neobatrachia","Bufonidae",NA,"Anaxyrus","cognatus","Anaxyrus_cognatus",NA,"Anaxyrus_cognatus_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",114,103,"Horizontal slit"
"14","Anura","Neobatrachia","Bufonidae",NA,"Anaxyrus","punctatus","Anaxyrus_punctatus","Anaxyrus_punctatus_Bufonidae","Anaxyrus_punctatus_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",60.3,55,"Horizontal slit"
"15","Anura","Neobatrachia","Microhylidae","Cophylinae","Anodonthyla","boulengerii","Anodonthyla_boulengerii","Anodonthyla_boulengerii_Microhylidae","Anodonthyla_boulengerii_Microhylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lotic water","Absent","Absent",21,22,"Horizontal slit"
"16","Anura","Neobatrachia","Hylidae","Cophomantinae","Aplastodiscus","albofrenatus","Aplastodiscus_albofrenatus",NA,"Aplastodiscus_albofrenatus_Hylidae","Scansorial","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,"Unknown"
"17","Anura","Neobatrachia","Arthroleptidae","Arthroleptinae","Arthroleptis","poecilonotus","Arthroleptis_poecilonotus","Arthroleptis_poecilonotus_Arthroleptidae","Arthroleptis_poecilonotus_Arthroleptidae","Subfossorial","Both","Plants","No free-living larvae","No larvae","Absent","Females larger",34,27,"Horizontal slit"
"18","Anura","Neobatrachia","Arthroleptidae","Arthroleptinae","Arthroleptis","variabilis","Arthroleptis_variabilis","Arthroleptis_variabilis_Arthroleptidae","Arthroleptis_variabilis_Arthroleptidae","Subfossorial","Unknown","Ground","No free-living larvae","No larvae","Absent","Females larger",33.1,31.1,"Horizontal slit"
"19","Anura","Archaeobatrachia","Ascaphidae",NA,"Ascaphus","truei","Ascaphus_truei","Ascaphus_truei_Ascaphidae","Ascaphus_truei_Ascaphidae","Semiaquatic","Nocturnal","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",49,47,"Vertical slit"
"20","Anura","Neobatrachia","Arthroleptidae","Astylosterninae","Astylosternus","montanus","Astylosternus_montanus",NA,"Astylosternus_montanus_Arthroleptidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Lotic water","Unknown","Unknown",NA,NA,"Vertical slit"
"21","Anura","Neobatrachia","Bufonidae",NA,"Atelopus","senex","Atelopus_senex",NA,"Atelopus_senex_Bufonidae","Ground-dwelling","Diurnal","Lotic water","Free-living larvae","Lotic water","Present","Females larger",43,32,"Horizontal shape"
"22","Anura","Neobatrachia","Pyxicephalidae","Pyxicephalinae","Aubria","subsigillata","Aubria_subsigillata","Aubria_subsigillata_Pyxicephalidae","Aubria_subsigillata_Pyxicephalidae","Aquatic","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",95,88,"Horizontal shape"
"23","Anura","Archaeobatrachia","Bombinatoridae",NA,"Barbourula","busuangensis","Barbourula_busuangensis","Barbourula_busuangensis_Bombinatoridae","Barbourula_busuangensis_Bombinatoridae","Aquatic","Nocturnal","Lotic water","Unknown","Unknown","Absent","Absent",85.3,84.8,"Other"
"24","Anura","Neobatrachia","Craugastoridae","Holoadeninae","Barycholos","pulcher","Barycholos_pulcher",NA,"Barycholos_pulcher_Strabomantidae","Subfossorial","Unknown","Ground","No free-living larvae","No larvae","Unknown","Unknown",30.5,26.9,"Unknown"
"25","Anura","Neobatrachia","Batrachylidae",NA,"Batrachyla","leptopus","Batrachyla_leptopus","Batrachyla_leptopus_Batrachylidae","Batrachyla_leptopus_Batrachylidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Unknown","Absent","Unknown",32.5,NA,"Horizontal shape"
"26","Anura","Neobatrachia","Batrachylidae",NA,"Batrachyla","taeniata","Batrachyla_taeniata","Batrachyla_taeniata_Batrachylidae","Batrachyla_taeniata_Batrachylidae","Ground-dwelling","Nocturnal","Ground","Free-living larvae","Unknown","Absent","Females larger",39,NA,"Unknown"
"27","Anura","Neobatrachia","Hylidae","Cophomantinae","Boana","fasciata","Boana_fasciata","Hypsiboas_fasciatus_Hylidae","Hypsiboas_fasciatus_Hylidae","Scansorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Unknown","Females larger",54.8,37.7,"Horizontal slit"
"28","Anura","Archaeobatrachia","Bombinatoridae",NA,"Bombina","microdeladigitora","Bombina_microdeladigitora","Bombina_fortinuptialis_Bombinatoridae","Bombina_fortinuptialis_Bombinatoridae","Semiaquatic","Diurnal","Lentic water","Free-living larvae","Lentic water","Absent","Absent",80,77.6,"Other"
"29","Anura","Archaeobatrachia","Bombinatoridae",NA,"Bombina","orientalis","Bombina_orientalis","Bombina_orientalis_Bombinatoridae","Bombina_orientalis_Bombinatoridae","Semiaquatic","Both","Lentic water","Free-living larvae","Lentic water","Absent","Absent",44.7,44.5,"Other"
"30","Anura","Neobatrachia","Brachycephalidae",NA,"Brachycephalus","ephippium","Brachycephalus_ephippium","Brachycephalus_ephippium_Brachycephalidae","Brachycephalus_ephippium_Brachycephalidae","Subfossorial","Diurnal","Ground","No free-living larvae","No larvae","Absent","Unknown",16.66,14.33,"Unknown"
"31","Anura","Neobatrachia","Brevicipitidae",NA,"Breviceps","mossambicus","Breviceps_mossambicus","Breviceps_mossambicus_Brevicipitidae","Breviceps_mossambicus_Brevicipitidae","Subfossorial","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Females larger",52,22,"Horizontal slit"
"32","Anura","Neobatrachia","Bufonidae",NA,"Bufo","bufo","Bufo_bufo","Bufo_bufo_Bufonidae","Bufo_bufo_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Females larger",100,81.1,"Horizontal slit"
"33","Anura","Neobatrachia","Bufonidae",NA,"Bufotes","viridis","Bufotes_viridis","Bufotes_viridis_Bufonidae","Bufotes_viridis_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Females larger",88,69.1,"Horizontal slit"
"34","Anura","Neobatrachia","Brevicipitidae",NA,"Callulina","kreffti","Callulina_kreffti","Callulina_kreffti_Brevicipitidae","Callulina_kreffti_Brevicipitidae","Scansorial","Nocturnal","Plants","No free-living larvae","No larvae","Absent","Females larger",47,25,"Horizontal slit"
"35","Anura","Neobatrachia","Calyptocephalellidae",NA,"Calyptocephalella","gayi","Calyptocephalella_gayi","Calyptocephalella_gayi_Calyptocephalellidae","Calyptocephalella_gayi_Calyptocephalellidae","Semiaquatic","Both","Lentic water","Free-living larvae","Unknown","Absent","Females larger",320,120,"Vertical shape"
"36","Anura","Neobatrachia","Ceratophryidae",NA,"Ceratophrys","cornuta","Ceratophrys_cornuta","Ceratophrys_cornuta_Ceratophryidae","Ceratophrys_cornuta_Ceratophryidae","Subfossorial","Nocturnal","Lentic water","Free-living larvae","Unknown","Absent","Females larger",120,72,"Horizontal slit"
"37","Anura","Neobatrachia","Ceratophryidae",NA,"Ceratophrys","ornata","Ceratophrys_ornata","Ceratophrys_ornata_Ceratophryidae","Ceratophrys_ornata_Ceratophryidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Unknown","Absent","Females larger",165,125.8,"Horizontal slit"
"38","Anura","Neobatrachia","Microhylidae","Chaperininae","Chaperina","fusca","Chaperina_fusca","Chaperina_fusca_Microhylidae","Chaperina_fusca_Microhylidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",26,21,"Unknown"
"39","Anura","Neobatrachia","Microhylidae","Gastrophryninae","Chiasmocleis","albopunctata","Chiasmocleis_albopunctata",NA,"Chiasmocleis_albopunctata_Microhylidae","Subfossorial","Nocturnal","Unknown","Unknown","Unknown","Absent","Females larger",38,32.2,"Vertical slit"
"40","Anura","Neobatrachia","Conrauidae",NA,"Conraua","crassipes","Conraua_crassipes","Conraua_crassipes_Conrauidae","Conraua_crassipes_Conrauidae","Semiaquatic","Nocturnal","Lotic water","Free-living larvae","Lotic water","Absent","Unknown",NA,NA,"Other"
"41","Anura","Neobatrachia","Microhylidae","Asterophryinae","Cophixalus","cheesmanae","Cophixalus_cheesmanae","Cophixalus_cheesmanae_Microhylidae","Cophixalus_cheesmanae_Microhylidae","Scansorial","Nocturnal","Unknown","Unknown","Unknown","Unknown","Unknown",39,31,"Unknown"
"42","Anura","Neobatrachia","Microhylidae","Asterophryinae","Cophixalus","neglectus","Cophixalus_neglectus",NA,"Cophixalus_neglectus_Microhylidae","Subfossorial","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Unknown",29,23,"Horizontal slit"
"43","Anura","Neobatrachia","Microhylidae","Cophylinae","Cophyla","tuberifera","Cophyla_tuberifera","Platypelis_tuberifera_Microhylidae","Platypelis_tuberifera_Microhylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Unknown","Unknown",NA,NA,"Unknown"
"44","Anura","Neobatrachia","Ceratobatrachidae","Ceratobatrachinae","Cornufer","guppyi","Cornufer_guppyi",NA,"Cornufer_guppyi_Ceratobatrachidae","Ground-dwelling","Unknown","Unknown","No free-living larvae","No larvae","Unknown","Unknown",NA,NA,"Unknown"
"45","Anura","Neobatrachia","Craugastoridae","Craugastorinae ","Craugastor","fitzingeri","Craugastor_fitzingeri","Craugastor_fitzingeri_Craugastoridae","Craugastor_fitzingeri_Craugastoridae","Scansorial","Nocturnal","Plants","No free-living larvae","No larvae","Absent","Females larger",59,35,"Horizontal slit"
"46","Anura","Neobatrachia","Craugastoridae","Craugastorinae ","Craugastor","podiciferus","Craugastor_podiciferus","Craugastor_podiciferus_Craugastoridae","Craugastor_podiciferus_Craugastoridae","Subfossorial","Diurnal","Ground","No free-living larvae","No larvae","Absent","Females larger",40,28,"Horizontal slit"
"47","Anura","Neobatrachia","Myobatrachidae",NA,"Crinia","signifera","Crinia_signifera","Crinia_signifera_Myobatrachidae","Crinia_signifera_Myobatrachidae","Ground-dwelling","Nocturnal","Unknown","Free-living larvae","Unknown","Absent","Unknown",29,25,"Horizontal slit"
"48","Anura","Neobatrachia","Phyllomedusidae",NA,"Cruziohyla","calcarifer","Cruziohyla_calcarifer","Cruziohyla_calcarifer_Hylidae","Cruziohyla_calcarifer_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Unknown",87,81,"Vertical slit"
"49","Anura","Neobatrachia","Hemiphractidae","Cryptobatrachinae","Cryptobatrachus","boulengeri","Cryptobatrachus_boulengeri","Cryptobatrachus_boulengeri_Hemiphractidae","Cryptobatrachus_boulengeri_Hemiphractidae","Semiaquatic","Nocturnal","Unknown","No free-living larvae","No larvae","Unknown","Unknown",NA,NA,"Horizontal slit"
"50","Anura","Neobatrachia","Microhylidae","Gastrophryninae","Ctenophryne","aterrima","Ctenophryne_aterrima",NA,"Ctenophryne_aterrima_Microhylidae","Subfossorial","Nocturnal","Ground","Free-living larvae","Lentic water","Absent","Females larger",70,60,"Other"
"51","Anura","Neobatrachia","Dendrobatidae","Dendrobatinae","Dendrobates","auratus","Dendrobates_auratus","Dendrobates_auratus_Dendrobatidae","Dendrobates_auratus_Dendrobatidae","Scansorial","Diurnal","Ground","Free-living larvae","Lentic water","Absent","Females larger",42,39.5,"Horizontal shape"
"52","Anura","Neobatrachia","Hylidae","Dendropsophinae","Dendropsophus","parviceps","Dendropsophus_parviceps","Dendropsophus_parviceps_Hylidae","Dendropsophus_parviceps_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lotic water","Absent","Unknown",23.5,19.2,"Horizontal slit"
"53","Anura","Neobatrachia","Microhylidae","Gastrophryninae","Dermatonotus","muelleri","Dermatonotus_muelleri",NA,"Dermatonotus_muelleri_Microhylidae","Fossorial","Nocturnal","Unknown","Free-living larvae","Lentic water","Absent","Females larger",74.15,52.84,"Vertical slit"
"54","Anura","Neobatrachia","Eleutherodactylidae","Eleutherodactylinae","Diasporus","diastema","Diasporus_diastema","Diasporus_diastema_Eleutherodactylidae","Diasporus_diastema_Eleutherodactylidae","Scansorial","Nocturnal","Plants","No free-living larvae","No larvae","Absent","Females larger",21.75,18.5,"Horizontal shape"
"55","Anura","Archaeobatrachia","Alytidae",NA,"Discoglossus","pictus","Discoglossus_pictus","Discoglossus_pictus_Alytidae","Discoglossus_pictus_Alytidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Males larger",80,68,"Vertical shape"
"56","Anura","Neobatrachia","Hylidae","Hylinae","Dryophytes","arenicolor","Dryophytes_arenicolor","Hyla_arenicolor_Hylidae","Hyla_arenicolor_Hylidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Lotic water","Absent","Absent",54,53,"Horizontal shape"
"57","Anura","Neobatrachia","Hylidae","Hylinae","Dryophytes","cinereus","Dryophytes_cinereus","Hyla_cinerea_Hylidae","Hyla_cinerea_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Present","Absent",59,63,"Horizontal slit"
"58","Anura","Neobatrachia","Bufonidae",NA,"Duttaphrynus","melanostictus","Duttaphrynus_melanostictus","Duttaphrynus_melanostictus_Bufonidae","Duttaphrynus_melanostictus_Bufonidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Lentic water","Absent","Females larger",112,81,"Horizontal slit"
"59","Anura","Neobatrachia","Bufonidae",NA,"Duttaphrynus","stomaticus","Duttaphrynus_stomaticus","Duttaphrynus_stomaticus_Bufonidae","Duttaphrynus_stomaticus_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Females larger",62,51,"Horizontal slit"
"60","Anura","Neobatrachia","Microhylidae","Dyscophinae","Dyscophus","antongilii","Dyscophus_antongilii","Dyscophus_antongilii_Microhylidae","Dyscophus_antongilii_Microhylidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Females larger",105,81.1,"Other"
"61","Anura","Neobatrachia","Microhylidae","Gastrophryninae","Elachistocleis","ovalis","Elachistocleis_ovalis","Elachistocleis_ovalis_Microhylidae","Elachistocleis_ovalis_Microhylidae","Subfossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",30,31.12,"Other"
"62","Anura","Neobatrachia","Eleutherodactylidae","Eleutherodactylinae","Eleutherodactylus","coqui","Eleutherodactylus_coqui","Eleutherodactylus_coqui_Eleutherodactylidae","Eleutherodactylus_coqui_Eleutherodactylidae","Scansorial","Nocturnal","Plants","No free-living larvae","No larvae","Absent","Females larger",58,58,"Horizontal slit"
"63","Anura","Neobatrachia","Eleutherodactylidae","Eleutherodactylinae","Eleutherodactylus","marnockii","Eleutherodactylus_marnockii","Eleutherodactylus_marnockii_Eleutherodactylidae","Eleutherodactylus_marnockii_Eleutherodactylidae","Ground-dwelling","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Females larger",27.9,22,"Horizontal shape"
"64","Anura","Neobatrachia","Eleutherodactylidae","Eleutherodactylinae","Eleutherodactylus","planirostris","Eleutherodactylus_planirostris","Eleutherodactylus_planirostris_Eleutherodactylidae","Eleutherodactylus_planirostris_Eleutherodactylidae","Ground-dwelling","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Females larger",25,17.7,"Horizontal shape"
"65","Anura","Neobatrachia","Leptodactylidae","Leiuperinae","Engystomops","pustulosus","Engystomops_pustulosus","Physalaemus_pustulosus_Leptodactylidae","Physalaemus_pustulosus_Leptodactylidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",35,33,"Horizontal slit"
"66","Anura","Neobatrachia","Bufonidae",NA,"Epidalea","calamita","Epidalea_calamita",NA,"Epidalea_calamita_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",120,90,"Horizontal slit"
"67","Anura","Neobatrachia","Centrolenidae","Centroleninae","Espadarana","prosoblepon","Espadarana_prosoblepon","Espadarana_prosoblepon_Centrolenidae","Espadarana_prosoblepon_Centrolenidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lotic water","Absent","Females larger",31,28,"Horizontal slit"
"68","Anura","Neobatrachia","Dicroglossidae","Dicroglossinae","Euphlyctis","cyanophlyctis","Euphlyctis_cyanophlyctis","Euphlyctis_cyanophlyctis_Dicroglossidae","Euphlyctis_cyanophlyctis_Dicroglossidae","Semiaquatic","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",76,56,"Horizontal shape"
"69","Anura","Neobatrachia","Alsodidae",NA,"Eupsophus","roseus","Eupsophus_roseus",NA,"Eupsophus_roseus_Alsodidae","Ground-dwelling","Unknown","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",NA,38,"Horizontal shape"
"70","Anura","Neobatrachia","Dicroglossidae","Dicroglossinae","Fejervarya","limnocharis","Fejervarya_limnocharis","Fejervarya_limnocharis_Dicroglossidae","Fejervarya_limnocharis_Dicroglossidae","Semiaquatic","Unknown","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",58,50,"Horizontal shape"
